Cl.O.OB(O)c1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1Br,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O=C([O-])O.[Na+],CN(C)C=O.O,40.25734741791121,2.292155,-12.92254,-1.4433073,-4.091123,-0.6824057,23.410128,23.3488912851887
Brc1ccc2ncccc2c1.CCc1cccc(CC)c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.O,40.25734741791121,-3.0686464,-16.189074,-1.6281317,-1.0587931,-0.4362997,17.876402,17.8764241294788
Brc1ccc2ncccc2c1.CCc1cccc(CC)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,,CCN(CC)CC,CN(C)C=O.O,40.25734741791121,-5.485916,0.1758264,-19.518583,-3.0526395,-3.7781298,8.597906,8.21072307916277
CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],Cc1ccccc1P(c1ccccc1C)c1ccccc1C,[Cs+].[F-],CC#N.O,40.25734741791121,-3.3860433,-17.745657,-2.5253685,-2.2439976,-1.2092651,13.147017,13.25483498922
Brc1ccc2ncccc2c1.CCc1cccc(CC)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,[Na+].[OH-],CO.O,40.25734741791121,-2.6573203,19.899591,-7.8567414,8.467397,-3.098898,55.011375,55.1599121311216
CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.CC(C)(C)P(C1=CC=C[CH]1)C(C)(C)C.[Fe],CC(C)(C)[O-].[Li+],CN(C)C=O.O,40.25734741791121,-2.3896184,-16.11287,-0.6090708,0.97913176,3.343641,25.468563,25.7142604663828
CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,O=C([O-])O.[Na+],CO.O,40.25734741791121,-4.913074,1.4428635,-2.8587606,-3.1140707,-4.462509,26.351795,26.251519340239
CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.O,40.25734741791121,-4.14562,-0.40864703,-27.721626,-2.9439416,-0.7206044,4.316906,4.32255279155978
CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Cs+].[F-],CO.O,40.25734741791121,-18.418388,3.0745218,-1.6054357,2.8230438,-2.5889153,23.542173,23.3940211864483
Brc1ccc2ncccc2c1.CCc1cccc(CC)c1,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCN(CC)CC,CN(C)C=O.O,40.25734741791121,-4.243957,11.347169,25.198221,-4.1512303,-3.9266577,64.480896,64.9049830329806
F[B-](F)(F)c1ccc2ncccc2c1.O.[K+],Cc1ccc2c(cnn2C2CCCCO2)c1Br,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],C1CCOC1.O,40.25734741791121,-8.00411,-27.011787,12.087202,-15.667637,-1.8553174,-0.19430542,0.0
CC1(C)OB(c2ccc3ncccc3c2)OC1(C)C.O,Cc1ccc2c(cnn2C2CCCCO2)c1Br,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])O.[Na+],CN(C)C=O.O,40.25734741791121,11.6176,-7.3545623,29.331417,3.4355497,-0.24947165,77.03789,77.2899937361538
CC1(C)OB(c2ccc3ncccc3c2)OC1(C)C.O,Cc1ccc2c(cnn2C2CCCCO2)c1Br,c1ccc(P(c2ccccc2)c2ccccc2)cc1,[K+].[OH-],CO.O,40.25734741791121,10.349326,-6.461321,24.589079,5.4196568,-3.2774446,70.87665,71.3110098922589
CCc1cccc(CC)c1.Clc1ccc2ncccc2c1,Cc1ccc2c(cnn2C2CCCCO2)c1[B-](F)(F)F.[K+],CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC#N.O,40.25734741791121,-9.172348,-9.58538,-4.7810783,0.44505736,0.6353346,17.798931,17.7220932854007
CCc1cccc(CC)c1.O=S(=O)(Oc1ccc2ncccc2c1)C(F)(F)F,Cc1ccc2c(cnn2C2CCCCO2)c1B1OC(C)(C)C(C)(C)O1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)(C)[O-].[Li+],C1CCOC1.O,40.25734741791121,-4.1661015,28.291609,23.078821,6.657351,0.15972579,94.278755,93.606893609443
