FC(F)(F)c1ccc(I)cc1,COc1ccc(OC)c(P(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCCN=C12,COC(=O)c1cc(-c2ccco2)on1,33.44197671019154,-0.2692827,0.24261428,6.437855,0.24817728,40.10134,40.21154517
COc1ccc(Cl)cc1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Cc1cc(-n2cccc2)no1,33.44197671019154,-24.177227,-1.5273185,-6.5492687,-0.71909523,0.46907043,0.337596865
COc1ccc(Br)cc1,COc1ccc(OC)c(P(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COC(=O)c1cc(-c2cccs2)on1,33.44197671019154,-0.38229123,0.2941691,-6.528967,0.9689263,27.793816,27.61595801
FC(F)(F)c1ccc(I)cc1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COC(=O)c1cc(-c2ccco2)on1,33.44197671019154,3.7067997,2.8816774,-5.3429337,4.2604094,38.94793,38.88169758
Clc1cccnc1,COc1ccc(OC)c(P(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCCN=C12,COC(=O)c1cc(-c2ccco2)on1,33.44197671019154,-24.886568,-1.528273,-3.7833467,-1.3900448,1.8537464,1.573799128
COc1ccc(I)cc1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CN1CCCN2CCCN=C12,Cc1ccon1,33.44197671019154,1.2454418,0.08648406,13.698776,0.43526188,48.907944,48.93807733
Brc1ccccn1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(-c2cnoc2)cc1,33.44197671019154,4.1320214,-0.7733686,-11.057334,0.18104379,25.924341,25.95507424
COc1ccc(I)cc1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCCN=C12,CCOC(=O)c1cnoc1C,33.44197671019154,-2.6222703,-0.048301004,7.3110285,-8.65633,29.426105,29.42310745
FC(F)(F)c1ccc(Cl)cc1,COc1ccc(OC)c(P(C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,33.44197671019154,-20.670149,-0.5206587,-8.924707,1.347452,4.673916,4.618730656
FC(F)(F)c1ccc(I)cc1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CN(C)C(=NC(C)(C)C)N(C)C,Cc1ccno1,33.44197671019154,2.6581411,0.5162847,-1.1602418,1.1055804,36.561745,36.38251036
Clc1cccnc1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN(C)C(=NC(C)(C)C)N(C)C,c1ccc2nocc2c1,33.44197671019154,-22.195822,-2.0708365,-9.191287,-0.09469863,-0.11066818,0.0
CCc1ccc(I)cc1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CN1CCCN2CCCN=C12,CCOC(=O)c1cc(C)on1,33.44197671019154,14.192308,-0.45569882,32.764698,-0.05580941,79.88748,79.44483195
FC(F)(F)c1ccc(Br)cc1,COc1ccc(OC)c(P(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,c1ccc(CN(Cc2ccccc2)c2ccon2)cc1,33.44197671019154,-3.1790552,-0.11509839,-6.008244,4.0818686,28.221449,28.32846401
CCc1ccc(I)cc1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CCN=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCOC(=O)c1cnoc1,33.44197671019154,3.2758,0.6030461,-9.073508,-20.16452,8.082796,8.36792795
